has_profile_pic,num_posts,num_followers,num_following,bio_len,text_content,is_fake
0,2,25,728,0,Win a free iPhone now.,1
1,0,69,1071,2,Win a free iPhone now. Earn $500 daily easily!,1
0,6,0,1295,0,DM for collaboration.,1
0,15,61,1079,1,Best deals on crypto. Cheap luxury bags.,1
1,59,110,435,37,Check out my latest photo. Learning Python is fun! Exploring new places.,0
0,2,12,814,4,Follow for follow back.,1
0,11,0,758,13,Win a free iPhone now.,1
1,59,606,479,21,Had an amazing trip with friends. Had an amazing trip with friends. Exploring new places.,0
0,7,11,919,0,Click here for free money! Best deals on crypto.,1
1,77,565,221,35,Had an amazing trip with friends.,0
1,40,152,181,20,Learning Python is fun!,0
1,62,92,379,17,Happy birthday to me! Just had a great coffee! Life is good.,0
1,79,1351,293,24,Had an amazing trip with friends. Can't wait for the weekend! Learning Python is fun!,0
0,85,993,339,19,Just had a great coffee! Working on my new project.,0
1,27,107,53,18,Learning Python is fun!,0
1,68,119,301,38,Working on my new project. Learning Python is fun! Had an amazing trip with friends.,0
0,3,14,1174,7,Click here for free money!,1
1,38,460,317,30,Can't wait for the weekend! Had an amazing trip with friends.,0
0,9,48,884,2,Click here for free money! Make money online fast.,1
1,60,117,346,15,Working on my new project.,0
0,0,50,1008,2,Follow for follow back.,1
1,43,255,281,44,Exploring new places. Learning Python is fun!,0
1,13,18,1091,7,Discount codes available. Follow for follow back.,1
0,0,17,1047,7,Win a free iPhone now.,1
1,51,297,144,24,Had an amazing trip with friends.,0
0,0,18,726,9,Earn $500 daily easily!,1
1,69,1600,135,14,Happy birthday to me! Life is good. Life is good.,0
0,7,76,1016,0,Make money online fast. DM for collaboration. Click here for free money!,1
1,49,127,367,43,Happy birthday to me! Check out my latest photo.,0
0,1,6,947,1,Cheap luxury bags. Cheap luxury bags. Make money online fast.,1
1,87,844,382,13,Loving the weather today.,0
1,40,963,240,34,Had an amazing trip with friends.,0
1,15,27,773,3,Follow for follow back. DM for collaboration. Follow for follow back.,1
0,3,68,1081,3,Make money online fast. Make money online fast.,1
0,1,41,858,37,Visit my profile for more.,1
0,3,3,975,4,Earn $500 daily easily! Discount codes available. Earn $500 daily easily!,1
1,5,11,984,1,Visit my profile for more. Earn $500 daily easily! Click here for free money!,1
1,73,438,277,20,Exploring new places. Can't wait for the weekend!,0
1,53,387,356,32,Had an amazing trip with friends. Happy birthday to me! Check out my latest photo.,0
0,0,22,724,0,Visit my profile for more. Earn $500 daily easily!,1
1,27,643,162,26,Loving the weather today.,0
0,7,61,1090,0,Best deals on crypto. Cheap luxury bags.,1
1,5,27,1043,0,Win a free iPhone now. Win a free iPhone now.,1
0,0,4,834,4,Discount codes available.,1
0,2,23,1061,1,Earn $500 daily easily! Earn $500 daily easily! DM for collaboration.,1
0,0,56,754,5,Make money online fast.,1
0,2,3,1049,3,Click here for free money!,1
0,1,46,1344,20,Earn $500 daily easily!,1
0,0,5,975,3,Discount codes available.,1
1,57,42,207,18,Can't wait for the weekend! Had an amazing trip with friends.,0
1,54,449,296,35,Exploring new places. Happy birthday to me! Life is good.,0
1,62,1495,454,27,Loving the weather today. Working on my new project.,0
0,2,1,856,0,Visit my profile for more.,1
1,30,598,207,32,Learning Python is fun! Working on my new project. Had an amazing trip with friends.,0
1,8,36,1187,3,Best deals on crypto.,1
0,14,3,999,2,Visit my profile for more. Best deals on crypto. Cheap luxury bags.,1
1,35,47,276,22,Can't wait for the weekend!,0
0,1,9,1187,11,Best deals on crypto. Cheap luxury bags.,1
1,68,757,464,48,Just had a great coffee! Learning Python is fun!,0
0,2,34,1008,3,Discount codes available. Discount codes available.,1
0,5,9,1078,2,Discount codes available. Win a free iPhone now.,1
1,51,213,302,41,Happy birthday to me! Had an amazing trip with friends.,0
0,0,26,1002,0,DM for collaboration.,1
1,97,116,377,33,Can't wait for the weekend! Just had a great coffee! Learning Python is fun!,0
1,55,217,337,20,Had an amazing trip with friends.,0
1,47,600,291,29,Learning Python is fun!,0
1,64,150,202,23,Working on my new project.,0
1,26,125,258,24,Working on my new project. Happy birthday to me! Check out my latest photo.,0
1,0,8,934,2,Win a free iPhone now. Follow for follow back. Click here for free money!,1
1,4,3,953,2,DM for collaboration.,1
1,18,166,342,37,Just had a great coffee!,0
1,65,527,442,24,Happy birthday to me! Loving the weather today.,0
0,1,24,638,2,DM for collaboration. Discount codes available.,1
1,16,1490,138,13,Had an amazing trip with friends. Exploring new places.,0
1,6,15,1071,4,Cheap luxury bags. Discount codes available. Click here for free money!,1
1,0,13,1214,5,DM for collaboration. Discount codes available.,1
0,3,5,1409,0,Best deals on crypto. Make money online fast.,1
0,1,5,3000,2,Earn money fast click here,1
